,track_name,album_name,release_date,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
5,As Rosas Não Falam,Raizes Do Samba,1999-01-01,0.826,0.757,174493,0.492,0MMe6HyOCDo6GYBZZCwkyt,0.000133,2,0.395,-10.831,0,0.054,111.987,4,https://api.spotify.com/v1/tracks/0MMe6HyOCDo6GYBZZCwkyt,audio_features,spotify:track:0MMe6HyOCDo6GYBZZCwkyt,0.872
6,Tive Sim,Raizes Do Samba,1999-01-01,0.42,0.731,128107,0.54,05NMSR0sSrCZxTHDRV415A,0.0,9,0.331,-14.272,1,0.0521,91.118,4,https://api.spotify.com/v1/tracks/05NMSR0sSrCZxTHDRV415A,audio_features,spotify:track:05NMSR0sSrCZxTHDRV415A,0.962
7,Corra E Olhe O Céu,Raizes Do Samba,1999-01-01,0.679,0.608,203507,0.473,32HG0U34mccdWv4yRu7Yxb,0.00346,2,0.154,-12.794,1,0.0431,80.955,4,https://api.spotify.com/v1/tracks/32HG0U34mccdWv4yRu7Yxb,audio_features,spotify:track:32HG0U34mccdWv4yRu7Yxb,0.862
8,Minha,Raizes Do Samba,1999-01-01,0.908,0.652,139267,0.535,3TBy6We8pwdcLeFNt0ahKA,5.26e-05,9,0.117,-12.21,1,0.0386,99.097,4,https://api.spotify.com/v1/tracks/3TBy6We8pwdcLeFNt0ahKA,audio_features,spotify:track:3TBy6We8pwdcLeFNt0ahKA,0.961
9,Amor Proibido,Raizes Do Samba,1999-01-01,0.499,0.676,155000,0.421,26AEThFFzttojUmMlmGwNN,1.9e-06,2,0.164,-14.418,1,0.127,80.136,4,https://api.spotify.com/v1/tracks/26AEThFFzttojUmMlmGwNN,audio_features,spotify:track:26AEThFFzttojUmMlmGwNN,0.897
0,Camarão Que Dorme a Onda Leva,"Sambabook Zeca Pagodinho, Vol. 2",2014-03-20,0.313,0.723,168948,0.694,7lzfMZak2HjNPXXSxksjPB,0.0,0,0.052,-6.694,1,0.0802,106.359,4,https://api.spotify.com/v1/tracks/7lzfMZak2HjNPXXSxksjPB,audio_features,spotify:track:7lzfMZak2HjNPXXSxksjPB,0.739
1,Vou Festejar,"Sambabook Jorge Aragão, Vol. 2",2016-10-27,0.495,0.46,199560,0.615,2r4zhMrN1cQEXNWNG2SkXW,0.0,11,0.119,-9.581,0,0.0857,97.982,3,https://api.spotify.com/v1/tracks/2r4zhMrN1cQEXNWNG2SkXW,audio_features,spotify:track:2r4zhMrN1cQEXNWNG2SkXW,0.823
2,Clube do Samba,"Sambabook João Nogueira, 2",2016-09-06,0.375,0.614,278853,0.749,6NV8IxFmG9cPtnZqQwulAy,0.0,11,0.666,-9.502,0,0.283,105.169,4,https://api.spotify.com/v1/tracks/6NV8IxFmG9cPtnZqQwulAy,audio_features,spotify:track:6NV8IxFmG9cPtnZqQwulAy,0.78
3,Andança,No Pagode,1979-09-28,0.684,0.654,223267,0.514,2XCF9zbOTpv4VfuQxahluA,0.0,10,0.107,-12.432,1,0.0413,128.525,4,https://api.spotify.com/v1/tracks/2XCF9zbOTpv4VfuQxahluA,audio_features,spotify:track:2XCF9zbOTpv4VfuQxahluA,0.712
4,Vou Festejar,De Pé No Chão,1978-09-21,0.144,0.621,189867,0.629,54JLlb23AnzXErLRSNVIUn,0.0,2,0.0956,-10.781,1,0.0467,136.861,4,https://api.spotify.com/v1/tracks/54JLlb23AnzXErLRSNVIUn,audio_features,spotify:track:54JLlb23AnzXErLRSNVIUn,0.922
5,Coisinha do Pai,No Pagode,1979-09-28,0.379,0.582,174867,0.633,0QSFBx4LlChEpPlzPLChNJ,0.0,0,0.313,-10.843,0,0.106,137.384,4,https://api.spotify.com/v1/tracks/0QSFBx4LlChEpPlzPLChNJ,audio_features,spotify:track:0QSFBx4LlChEpPlzPLChNJ,0.906
6,Vou Festejar,Vou Festejar,2008-03-29,0.599,0.359,212960,0.861,3TfHKaSjz2SnAzIMFbdmWj,1.8e-06,11,0.986,-9.22,0,0.214,130.994,4,https://api.spotify.com/v1/tracks/3TfHKaSjz2SnAzIMFbdmWj,audio_features,spotify:track:3TfHKaSjz2SnAzIMFbdmWj,0.662
7,O Show Tem Que Continuar - Ao Vivo,Ao Vivo No Parque Madureira (Deluxe),2014-11-03,0.0585,0.479,216867,0.741,4IhgFq4UseWi8RNH7OCZmv,0.0,0,0.964,-6.196,1,0.282,86.091,4,https://api.spotify.com/v1/tracks/4IhgFq4UseWi8RNH7OCZmv,audio_features,spotify:track:4IhgFq4UseWi8RNH7OCZmv,0.647
8,Ainda É Tempo Pra Ser Feliz - Ao Vivo,Ao Vivo No Parque Madureira (Deluxe),2014-11-03,0.342,0.452,294747,0.671,08yuIzi0XniEaYf20qCmHm,0.0,5,0.878,-6.95,1,0.0923,82.477,4,https://api.spotify.com/v1/tracks/08yuIzi0XniEaYf20qCmHm,audio_features,spotify:track:08yuIzi0XniEaYf20qCmHm,0.525
9,Olho por Olho,Nos Botequins Da Vida,1977,0.271,0.699,190107,0.712,6P71LmKrWTwnGBe4BYK5IG,0.0,5,0.0527,-9.886,0,0.163,93.11,4,https://api.spotify.com/v1/tracks/6P71LmKrWTwnGBe4BYK5IG,audio_features,spotify:track:6P71LmKrWTwnGBe4BYK5IG,0.955
0,Camarão Que Dorme a Onda Leva,"Sambabook Zeca Pagodinho, Vol. 2",2014-03-20,0.313,0.723,168948,0.694,7lzfMZak2HjNPXXSxksjPB,0.0,0,0.052,-6.694,1,0.0802,106.359,4,https://api.spotify.com/v1/tracks/7lzfMZak2HjNPXXSxksjPB,audio_features,spotify:track:7lzfMZak2HjNPXXSxksjPB,0.739
1,Deixa A Vida Me Levar,Zeca Pagodinho Em Casa,2020-06-25,0.494,0.632,275467,0.848,3cVSl7SF1BNnCYUR3WYKd8,0.0,11,0.0841,-8.142,1,0.224,105.135,4,https://api.spotify.com/v1/tracks/3cVSl7SF1BNnCYUR3WYKd8,audio_features,spotify:track:3cVSl7SF1BNnCYUR3WYKd8,0.778
2,Sonho Meu,"Sambabook Dona Ivone Lara, Vol. 2",2015-08-19,0.64,0.596,228133,0.451,5Ikos3uiBfPYAf7EZfz8t3,3.52e-06,5,0.158,-9.468,1,0.0404,148.045,4,https://api.spotify.com/v1/tracks/5Ikos3uiBfPYAf7EZfz8t3,audio_features,spotify:track:5Ikos3uiBfPYAf7EZfz8t3,0.486
3,Vou Festejar,"Sambabook Jorge Aragão, Vol. 2",2016-10-27,0.495,0.46,199560,0.615,2r4zhMrN1cQEXNWNG2SkXW,0.0,11,0.119,-9.581,0,0.0857,97.982,3,https://api.spotify.com/v1/tracks/2r4zhMrN1cQEXNWNG2SkXW,audio_features,spotify:track:2r4zhMrN1cQEXNWNG2SkXW,0.823
4,Quando A Gira Girou - Ao Vivo,Zeca Pagodinho - Uma Prova De Amor Ao Vivo (Deluxe),2009-07-10,0.708,0.473,276853,0.757,6AHsV0Wb4t3ttgs5P4wsf6,0.0,5,0.788,-8.394,1,0.0783,113.893,4,https://api.spotify.com/v1/tracks/6AHsV0Wb4t3ttgs5P4wsf6,audio_features,spotify:track:6AHsV0Wb4t3ttgs5P4wsf6,0.581
5,Verdade,Deixa Clarear,1996-01-01,0.0947,0.553,257920,0.72,2Hw2kl2Vkthv8JMRKyQkCU,0.0,5,0.108,-12.194,1,0.0582,106.315,4,https://api.spotify.com/v1/tracks/2Hw2kl2Vkthv8JMRKyQkCU,audio_features,spotify:track:2Hw2kl2Vkthv8JMRKyQkCU,0.648
6,Faixa Amarela,Hoje É Dia De Festa,1997-01-01,0.574,0.714,296640,0.497,3Rp4m03mbhlYgIeSWNP9xm,0.0,2,0.0743,-13.271,1,0.292,103.871,4,https://api.spotify.com/v1/tracks/3Rp4m03mbhlYgIeSWNP9xm,audio_features,spotify:track:3Rp4m03mbhlYgIeSWNP9xm,0.914
7,Ogum - Ao Vivo,Zeca Pagodinho - Uma Prova De Amor Ao Vivo (Deluxe),2009-07-10,0.792,0.519,261027,0.822,5ii11kM3XEBh1viHC6ObhX,0.0,9,0.956,-7.704,1,0.154,86.528,4,https://api.spotify.com/v1/tracks/5ii11kM3XEBh1viHC6ObhX,audio_features,spotify:track:5ii11kM3XEBh1viHC6ObhX,0.593
8,Seu Balancê,Zeca Pagodinho Em Casa,2020-06-25,0.513,0.475,222000,0.729,0ids7LvMjr5LYplSnbwmHQ,0.0,5,0.14,-7.197,0,0.0636,92.276,4,https://api.spotify.com/v1/tracks/0ids7LvMjr5LYplSnbwmHQ,audio_features,spotify:track:0ids7LvMjr5LYplSnbwmHQ,0.866
9,Maneiras - Ao Vivo,Zeca Pagodinho - Uma Prova De Amor Ao Vivo (Deluxe),2009-07-10,0.827,0.578,180880,0.79,3kqzSZdgPRqMqgTvyw0V3t,0.0,9,0.973,-7.84,1,0.0734,90.276,4,https://api.spotify.com/v1/tracks/3kqzSZdgPRqMqgTvyw0V3t,audio_features,spotify:track:3kqzSZdgPRqMqgTvyw0V3t,0.781
0,Foi Um Rio Que Passou Em Minha Vida,Meus Momentos: Paulinho Da Viola,1994-01-01,0.383,0.693,155733,0.709,0uEVdsaRVRcjKIkGn7Wu4e,2.49e-05,9,0.242,-9.5,1,0.0516,111.435,4,https://api.spotify.com/v1/tracks/0uEVdsaRVRcjKIkGn7Wu4e,audio_features,spotify:track:0uEVdsaRVRcjKIkGn7Wu4e,0.817
1,Timoneiro,Bebadosamba,1996-09-16,0.284,0.705,205200,0.337,3C8ULtjiUmTtcpE7QJBZ7G,3.12e-06,11,0.0747,-14.457,1,0.343,96.556,4,https://api.spotify.com/v1/tracks/3C8ULtjiUmTtcpE7QJBZ7G,audio_features,spotify:track:3C8ULtjiUmTtcpE7QJBZ7G,0.6
2,"Canta, Canta Minha Gente",Sambabook: Martinho da Vila,2019-08-02,0.45,0.762,188440,0.579,0fz1d9rPbAuxbqvzUpW31K,0.0,11,0.11,-10.026,0,0.249,92.098,4,https://api.spotify.com/v1/tracks/0fz1d9rPbAuxbqvzUpW31K,audio_features,spotify:track:0fz1d9rPbAuxbqvzUpW31K,0.917
3,Coração Leviano - Ao Vivo,Sempre Se Pode Sonhar (Ao Vivo),2020-10-30,0.825,0.547,203580,0.718,68a1PNlHfiQqUlCrUIyOoH,0.000157,11,0.873,-10.075,1,0.268,200.682,4,https://api.spotify.com/v1/tracks/68a1PNlHfiQqUlCrUIyOoH,audio_features,spotify:track:68a1PNlHfiQqUlCrUIyOoH,0.927
4,Argumento,Meus Momentos: Paulinho Da Viola,1994-01-01,0.872,0.742,194427,0.655,7Fpa5YcWRvaYfwNyGjnAqQ,0.000182,2,0.142,-9.615,1,0.0696,113.951,4,https://api.spotify.com/v1/tracks/7Fpa5YcWRvaYfwNyGjnAqQ,audio_features,spotify:track:7Fpa5YcWRvaYfwNyGjnAqQ,0.845
5,Dança Da Solidão,Meus Momentos: Paulinho Da Viola,1994-01-01,0.533,0.685,149333,0.382,1TKZTQ8i22XLdV8R2maBDt,0.0857,2,0.116,-14.192,1,0.264,88.055,4,https://api.spotify.com/v1/tracks/1TKZTQ8i22XLdV8R2maBDt,audio_features,spotify:track:1TKZTQ8i22XLdV8R2maBDt,0.718
6,Pecado Capital,Meus Momentos: Paulinho Da Viola,1994-01-01,0.595,0.571,169533,0.59,2xu64wselBjV2HnSA3ciAW,0.00253,6,0.147,-12.222,1,0.0434,91.936,4,https://api.spotify.com/v1/tracks/2xu64wselBjV2HnSA3ciAW,audio_features,spotify:track:2xu64wselBjV2HnSA3ciAW,0.916
7,Coração Leviano,Meus Momentos: Paulinho Da Viola,1994-01-01,0.472,0.678,172733,0.699,3Pz0EPURuJlpuUCRzgb7hQ,0.000671,9,0.171,-9.073,1,0.0423,107.163,4,https://api.spotify.com/v1/tracks/3Pz0EPURuJlpuUCRzgb7hQ,audio_features,spotify:track:3Pz0EPURuJlpuUCRzgb7hQ,0.924
8,Nervos De Aço,Meus Momentos: Paulinho Da Viola,1994-01-01,0.597,0.709,150107,0.468,6SLKj77juiQU5BNvHLkZaz,0.00208,7,0.0841,-11.116,1,0.0525,122.215,4,https://api.spotify.com/v1/tracks/6SLKj77juiQU5BNvHLkZaz,audio_features,spotify:track:6SLKj77juiQU5BNvHLkZaz,0.657
9,Perdoa,Meus Momentos: Paulinho Da Viola,1994-01-01,0.101,0.725,240640,0.477,3SLfDGY3UqESBUEdd7K2Ev,0.0,0,0.0954,-8.704,1,0.188,110.199,4,https://api.spotify.com/v1/tracks/3SLfDGY3UqESBUEdd7K2Ev,audio_features,spotify:track:3SLfDGY3UqESBUEdd7K2Ev,0.702
0,Camarão Que Dorme a Onda Leva,"Sambabook Zeca Pagodinho, Vol. 2",2014-03-20,0.313,0.723,168948,0.694,7lzfMZak2HjNPXXSxksjPB,0.0,0,0.052,-6.694,1,0.0802,106.359,4,https://api.spotify.com/v1/tracks/7lzfMZak2HjNPXXSxksjPB,audio_features,spotify:track:7lzfMZak2HjNPXXSxksjPB,0.739
1,Disritmia,Martinho da Vila,1974-03-30,0.747,0.674,144760,0.419,7fs6csqE3EltCrESv6cn0J,0.0,7,0.0797,-12.413,0,0.268,150.131,4,https://api.spotify.com/v1/tracks/7fs6csqE3EltCrESv6cn0J,audio_features,spotify:track:7fs6csqE3EltCrESv6cn0J,0.87
2,Sonho Meu,"Sambabook Dona Ivone Lara, Vol. 2",2015-08-19,0.64,0.596,228133,0.451,5Ikos3uiBfPYAf7EZfz8t3,3.52e-06,5,0.158,-9.468,1,0.0404,148.045,4,https://api.spotify.com/v1/tracks/5Ikos3uiBfPYAf7EZfz8t3,audio_features,spotify:track:5Ikos3uiBfPYAf7EZfz8t3,0.486
3,Vou Festejar,"Sambabook Jorge Aragão, Vol. 2",2016-10-27,0.495,0.46,199560,0.615,2r4zhMrN1cQEXNWNG2SkXW,0.0,11,0.119,-9.581,0,0.0857,97.982,3,https://api.spotify.com/v1/tracks/2r4zhMrN1cQEXNWNG2SkXW,audio_features,spotify:track:2r4zhMrN1cQEXNWNG2SkXW,0.823
4,"Canta Canta, Minha Gente",Martinho da Vila,1974-03-30,0.327,0.735,153440,0.783,57E1ka54d8zrIy0VzE1EAV,0.0,2,0.19,-11.895,1,0.345,94.488,4,https://api.spotify.com/v1/tracks/57E1ka54d8zrIy0VzE1EAV,audio_features,spotify:track:57E1ka54d8zrIy0VzE1EAV,0.829
5,Clube do Samba,"Sambabook João Nogueira, 2",2016-09-06,0.375,0.614,278853,0.749,6NV8IxFmG9cPtnZqQwulAy,0.0,11,0.666,-9.502,0,0.283,105.169,4,https://api.spotify.com/v1/tracks/6NV8IxFmG9cPtnZqQwulAy,audio_features,spotify:track:6NV8IxFmG9cPtnZqQwulAy,0.78
6,Mulheres,"Tá Delícia, Tá Gostoso",1996-08-08,0.329,0.73,196493,0.361,5mVYvilgRiCvztnnjGW0Ef,0.0,11,0.345,-16.401,0,0.0574,132.164,4,https://api.spotify.com/v1/tracks/5mVYvilgRiCvztnnjGW0Ef,audio_features,spotify:track:5mVYvilgRiCvztnnjGW0Ef,0.751
7,"Canta, Canta Minha Gente",Sambabook: Martinho da Vila,2019-08-02,0.45,0.762,188440,0.579,0fz1d9rPbAuxbqvzUpW31K,0.0,11,0.11,-10.026,0,0.249,92.098,4,https://api.spotify.com/v1/tracks/0fz1d9rPbAuxbqvzUpW31K,audio_features,spotify:track:0fz1d9rPbAuxbqvzUpW31K,0.917
8,Ex-Amor,Sentimentos,1981-09-17,0.383,0.512,216747,0.688,1cHmLtt9MiXqj29rqMWqBU,0.0,7,0.312,-7.496,0,0.0514,103.015,4,https://api.spotify.com/v1/tracks/1cHmLtt9MiXqj29rqMWqBU,audio_features,spotify:track:1cHmLtt9MiXqj29rqMWqBU,0.904
9,Casa de Bamba,Martinho da Vila,1969-10-01,0.231,0.777,143867,0.68,4LGUpFyPi4cmiHjgVobuMd,0.0,8,0.129,-10.698,1,0.151,91.558,4,https://api.spotify.com/v1/tracks/4LGUpFyPi4cmiHjgVobuMd,audio_features,spotify:track:4LGUpFyPi4cmiHjgVobuMd,0.97
